radio,1 Hogar de ancianos,2 Hogar de menores,3 Colegio internado,4 Campamento/obrador,5 Hospital,6 Prisión,7 Cuartel,8 Hogar de religiosos,9 Hotel turístico,10 Otros,TOTAL
068820812,1,0,0,0,0,0,0,0,2,0,3
068820813,0,0,0,0,0,0,2,0,0,0,2
068820901,0,0,0,0,0,0,0,0,0,0,0
068820902,0,0,0,0,0,0,0,0,0,0,0
068820903,0,0,0,0,0,0,0,0,0,0,0
068820904,0,0,0,0,0,0,0,0,0,0,0
068820905,0,0,0,0,0,0,0,0,0,0,0
068820906,0,0,0,0,0,0,0,0,0,0,0
068820907,0,0,0,0,0,0,0,0,0,0,0
068820908,0,0,0,0,0,0,0,0,0,0,0
068820909,0,0,0,0,0,0,0,0,0,0,0
068820910,0,0,0,0,0,0,0,0,0,0,0
068820911,0,0,0,0,0,0,0,0,0,0,0
068820912,0,0,0,0,0,0,0,0,0,0,0
068820913,0,0,0,0,0,0,0,0,0,0,0
068820914,0,0,0,0,0,0,0,0,0,0,0
068821001,0,0,0,0,0,0,0,0,0,0,0
068821002,0,0,0,0,0,0,0,0,0,0,0
068821003,0,0,0,0,0,0,0,0,0,0,0
068821004,0,0,0,0,0,0,0,0,0,0,0
068821005,0,0,0,0,0,0,0,0,0,0,0
068821006,0,0,0,0,0,0,0,0,0,0,0
068821007,0,0,0,0,0,0,0,0,0,0,0
068821008,0,0,0,0,0,0,0,0,0,0,0
068821009,0,0,0,0,0,0,0,0,0,1,1
068821010,0,0,0,0,0,0,0,0,0,0,0
068821011,0,0,0,0,0,0,0,0,0,0,0
068821101,0,0,0,0,0,0,0,0,0,0,0
068821201,0,0,0,0,0,0,0,0,0,0,0
068821301,0,0,0,0,0,0,0,0,0,0,0
068821401,0,0,0,1,0,0,0,0,0,1,2
068821501,0,0,0,0,0,0,0,0,0,0,0
068821601,0,0,0,0,0,0,0,0,0,0,0
068821602,0,0,0,0,0,0,0,0,0,0,0
068821603,0,0,0,0,0,0,0,0,0,0,0
068821604,1,0,0,0,0,0,0,0,0,0,1
068821605,0,0,0,0,0,0,0,0,0,0,0
068821606,0,0,0,0,0,0,0,0,0,0,0
068821607,0,0,0,0,0,0,0,0,0,0,0
068821608,0,0,0,0,0,0,0,0,0,0,0
068821701,0,0,0,0,0,0,0,0,0,0,0
068821702,0,0,0,0,0,0,0,0,0,0,0
068821703,0,0,0,0,0,0,0,0,0,0,0
068821704,0,0,0,0,0,0,0,0,0,0,0
068821705,0,0,0,0,0,0,0,0,0,0,0
068821706,0,0,0,0,0,0,0,0,0,0,0
068821707,0,0,0,0,0,0,0,0,0,0,0
068821708,0,0,0,0,0,0,0,0,0,0,0
068821709,0,0,0,0,0,0,0,0,0,0,0
068821710,0,0,0,0,0,0,0,0,0,0,0
068821711,0,0,0,0,0,0,0,0,0,0,0
068821801,0,0,0,0,0,0,0,0,0,0,0
068821802,0,0,0,0,0,0,0,0,0,0,0
068821803,0,0,0,0,0,0,0,0,0,0,0
100070101,0,0,0,0,0,0,0,0,0,0,0
100070102,0,0,0,0,0,0,0,0,0,0,0
100070103,0,0,0,0,0,0,0,0,0,0,0
100070104,0,0,0,0,0,0,1,0,0,0,1
100070105,0,0,0,0,0,0,0,0,2,0,2
100070201,0,0,0,0,1,1,0,0,0,0,2
100070202,0,0,0,0,0,0,0,0,1,0,1
100070203,0,0,0,0,0,0,0,0,0,0,0
100070204,0,0,0,0,0,0,0,0,1,0,1
100070301,0,0,0,1,0,0,0,0,0,0,1
100070302,0,0,0,0,0,0,0,0,0,0,0
100070401,0,0,0,0,0,0,0,0,0,0,0
100070402,0,0,0,0,0,0,0,0,0,0,0
100070403,0,0,0,0,0,0,0,0,0,0,0
100070404,0,0,1,2,0,0,1,0,3,0,7
100070405,0,0,0,0,0,0,0,0,0,0,0
100070406,0,0,0,0,0,0,0,0,0,0,0
100070407,0,0,0,0,0,0,0,0,1,1,2
100070408,0,0,0,0,1,0,0,0,2,0,3
100070409,0,0,0,0,0,0,1,0,1,0,2
100140101,0,0,1,0,1,0,0,0,1,0,3
100140102,0,0,0,0,0,0,0,0,0,0,0
100140103,0,0,0,0,0,0,0,0,0,0,0
100140104,0,0,0,0,0,0,0,0,0,0,0
100140201,0,0,0,1,0,0,0,0,2,0,3
100140202,0,0,0,0,0,0,0,0,0,0,0
100140301,0,0,0,0,0,0,0,0,0,0,0
100140302,0,0,0,0,0,0,0,0,0,0,0
100140303,0,0,0,0,0,0,0,0,0,0,0
100140401,0,0,0,0,0,0,0,0,0,0,0
100140402,0,0,0,0,0,0,0,0,0,0,0
100140501,0,0,0,0,0,0,0,0,0,0,0
100140502,0,0,0,0,0,0,0,0,0,0,0
100140503,0,0,0,0,0,0,0,0,0,0,0
100140601,0,0,0,0,0,0,0,0,0,0,0
100140602,0,0,0,0,0,0,0,0,0,0,0
100140701,0,0,0,0,1,0,1,0,0,0,2
100140702,0,0,0,0,0,0,0,0,0,0,0
100140801,0,0,0,0,0,0,0,0,0,0,0
100140802,0,0,0,0,0,0,0,0,0,0,0
100140803,0,0,0,0,0,0,0,0,0,0,0
100140901,0,0,0,0,0,0,0,0,0,0,0
100140902,0,0,0,0,0,0,0,0,0,0,0
100210101,0,0,0,0,0,0,0,0,0,0,0
100210102,0,0,0,0,0,0,0,0,0,0,0
100210103,0,0,0,1,0,0,0,0,0,0,1
100210104,0,0,0,0,1,0,0,0,3,0,4
100210105,0,0,0,0,0,0,0,0,0,0,0
100210106,0,0,0,0,1,0,0,0,2,2,5
100210107,0,0,0,0,0,0,0,0,0,0,0
100210108,1,0,0,0,1,0,0,0,3,0,5
100210109,0,0,0,0,0,0,0,0,0,0,0
100210110,0,0,0,0,0,0,0,0,0,0,0
100210111,0,0,0,0,0,0,0,0,0,0,0
100210112,0,0,0,0,0,0,0,0,0,0,0
100210113,0,0,0,0,0,0,0,0,0,0,0
100210114,0,0,0,0,0,0,0,0,0,0,0
100210201,0,0,0,0,0,0,0,0,1,0,1
100210202,0,0,0,0,0,0,0,0,0,0,0
100210301,0,0,0,0,0,0,0,0,0,0,0
100210401,0,0,0,0,0,0,0,0,0,0,0
100210501,0,0,0,0,0,0,0,0,0,0,0
100210601,0,0,1,2,0,1,0,0,1,1,6
100210701,0,0,0,0,0,0,0,0,0,0,0
100210801,0,0,0,3,0,0,0,0,0,0,3
100210901,0,0,0,10,0,0,0,0,0,0,10
100210902,0,0,0,0,0,0,0,0,0,0,0
100211001,0,0,1,0,0,0,0,0,1,0,2
100211002,0,0,0,0,0,0,0,0,0,0,0
100211003,0,0,0,0,0,0,0,0,0,0,0
100211004,0,0,0,1,0,0,0,0,1,0,2
100211005,0,0,0,0,0,0,0,0,0,0,0
100211006,0,0,0,0,0,0,0,0,2,0,2
100280101,0,0,0,0,0,0,0,0,0,0,0
100280201,0,0,0,3,0,0,0,0,0,1,4
100280202,0,0,0,0,1,1,1,1,8,2,14
100280301,0,0,0,0,0,0,0,0,0,0,0
100280302,0,0,0,0,0,0,0,0,0,0,0
100350101,0,0,0,0,0,0,0,0,0,0,0
100350102,0,0,0,0,0,0,0,0,0,0,0
100350103,0,0,0,0,0,0,0,0,0,0,0
100350104,0,0,0,1,0,1,0,0,0,0,2
100350105,1,0,0,0,1,0,0,0,0,0,2
100350106,0,0,0,0,2,0,0,0,2,0,4
100350107,0,0,0,0,0,0,0,1,2,0,3
100350108,0,0,0,0,0,0,0,0,0,0,0
100350109,0,0,0,0,0,0,0,0,0,0,0
100350110,0,0,0,0,0,0,0,0,1,0,1
100350111,0,0,0,0,0,0,0,0,0,0,0
100350112,0,0,0,0,0,0,0,0,0,0,0
100350113,0,0,0,1,0,0,0,0,0,0,1
100350114,0,0,0,0,0,0,0,0,0,0,0
100350115,0,0,0,0,0,0,0,0,0,0,0
100350201,0,0,0,0,0,0,0,0,0,0,0
100350202,0,0,0,0,0,0,0,0,0,0,0
100350203,0,0,0,0,0,0,0,0,0,0,0
100350204,0,0,0,1,1,0,1,0,3,0,6
100350205,0,0,0,0,0,0,0,0,0,0,0
100350206,0,0,0,0,0,0,0,0,0,0,0
100350301,0,0,0,0,0,0,1,0,1,0,2
100350302,0,0,0,0,0,0,0,0,0,0,0
100350303,0,0,0,0,0,0,0,0,0,0,0
100350304,0,0,0,0,0,0,0,0,0,0,0
100350305,0,0,0,0,0,0,0,0,0,0,0
100350306,0,0,0,0,0,0,0,0,0,0,0
100350307,0,0,0,0,0,0,0,0,0,0,0
100350401,0,0,0,0,0,0,0,0,0,0,0
100350402,0,0,0,0,0,0,0,0,0,0,0
100350501,0,0,0,0,0,0,0,0,0,0,0
100350502,0,0,0,0,0,0,0,0,0,0,0
100350503,0,0,0,0,0,0,0,0,0,0,0
100350504,0,0,0,0,0,0,0,0,0,0,0
100350505,0,0,0,0,0,0,0,0,0,0,0
100350506,0,0,0,0,0,0,0,0,0,0,0
100350507,0,0,0,0,0,0,0,0,0,0,0
100350508,0,0,0,0,0,0,0,0,0,0,0
100350601,0,0,0,14,1,0,0,0,0,0,15
100350602,0,0,0,0,0,0,0,0,0,0,0
100350603,0,0,0,0,0,0,0,0,0,0,0
100350604,0,0,1,0,0,0,1,0,0,0,2
100350605,0,0,1,1,0,1,0,0,0,0,3
100350606,0,0,1,1,1,0,1,0,1,1,6
100350607,0,0,1,0,0,0,0,0,0,0,1
100350608,0,0,0,1,1,1,0,0,3,0,6
100420101,0,0,0,0,0,0,0,0,0,0,0
100420102,0,0,0,0,0,0,0,0,0,0,0
100420103,0,0,0,0,0,0,0,0,0,0,0
100420104,0,0,0,0,0,0,0,0,0,0,0
100420105,0,0,0,1,0,0,0,0,0,0,1
100420106,0,0,0,0,0,0,0,0,0,0,0
100420107,0,0,0,0,1,0,0,0,0,0,1
100420201,0,0,0,0,0,0,0,0,0,0,0
100420202,0,0,0,0,0,0,0,0,0,0,0
100420203,0,0,0,0,0,0,0,0,0,0,0
100420204,0,0,0,1,0,0,0,0,1,1,3
100420205,0,0,0,0,0,0,0,0,0,0,0
100420206,0,0,0,1,0,0,1,0,0,0,2
100420207,0,0,0,0,0,0,0,0,0,0,0
100420301,0,0,0,0,0,0,0,0,0,0,0
100420302,0,0,0,0,0,0,0,0,1,1,2
100420303,0,0,1,0,0,1,0,0,0,0,2
100420304,0,0,0,0,0,0,0,0,0,0,0
100420305,0,0,0,0,0,0,0,0,0,0,0
100420306,0,0,0,0,0,0,1,0,0,0,1
100420307,0,0,0,0,0,0,0,0,0,0,0
100420401,0,0,0,0,0,0,0,0,0,0,0
100420402,0,0,0,0,0,0,0,0,0,0,0
100420501,0,0,0,0,0,0,0,0,0,0,0
100420502,0,0,0,0,0,0,0,0,0,0,0
100420601,0,0,0,0,0,0,0,0,0,0,0
100420602,0,0,0,0,0,0,0,0,0,0,0
100420603,0,0,0,0,0,0,0,0,0,0,0
100420604,0,0,0,0,0,0,0,0,0,0,0
100490101,0,0,0,0,0,0,0,0,0,0,0
100490102,0,0,0,0,0,0,0,0,0,0,0
100490103,0,0,0,0,0,0,0,0,0,0,0
100490104,0,0,0,0,0,0,0,0,0,0,0
100490105,0,0,0,0,0,0,0,0,0,0,0
100490106,0,0,0,0,0,0,0,0,0,0,0
100490107,0,0,0,0,0,0,0,0,0,0,0
100490108,0,0,0,0,0,0,0,0,0,0,0
100490109,0,0,0,0,0,0,0,0,0,0,0
100490110,0,0,0,0,0,0,0,0,0,0,0
100490111,0,0,0,0,0,0,0,0,0,0,0
100490112,0,0,0,0,0,0,0,0,0,0,0
100490113,0,0,0,0,0,0,0,0,0,0,0
100490114,0,0,0,0,0,0,0,0,0,0,0
100490115,0,0,0,0,0,0,0,0,0,0,0
100490201,0,0,0,0,0,0,0,0,0,0,0
100490202,0,0,0,0,0,0,0,0,0,1,1
100490203,0,0,0,0,0,0,0,0,0,0,0
100490204,0,0,0,0,0,0,0,0,0,0,0
100490205,0,0,0,0,0,0,0,1,0,0,1
100490206,0,0,0,0,0,0,0,0,0,0,0
100490207,0,0,0,0,0,0,0,0,0,0,0
100490208,0,0,0,0,1,0,0,0,0,0,1
100490209,0,0,0,0,0,0,0,0,0,0,0
100490210,0,0,0,0,0,0,0,0,0,0,0
100490211,0,0,0,0,0,0,0,0,0,0,0
100490212,0,0,0,0,0,0,0,0,0,0,0
100490213,0,0,0,0,0,0,0,0,0,0,0
100490214,0,0,0,0,0,0,0,0,0,0,0
100490215,0,0,0,0,0,0,0,0,0,0,0
100490216,0,0,0,0,0,0,0,0,0,0,0
100490217,0,0,0,0,1,0,1,0,0,0,2
100490218,0,0,0,0,0,0,0,0,0,0,0
100490219,0,0,0,0,0,0,0,0,0,0,0
100490220,0,0,0,0,0,0,0,0,0,0,0
100490221,0,0,0,0,0,0,0,0,0,0,0
100490301,0,0,0,0,0,0,0,0,0,0,0
100490302,0,0,0,0,0,0,0,0,0,0,0
100490303,0,0,0,0,0,0,0,0,0,0,0
100490304,0,0,0,0,0,0,0,0,0,0,0
100490305,0,0,0,1,0,1,0,0,0,0,2
100490306,0,0,0,0,0,0,0,0,0,0,0
100490307,0,0,0,0,0,0,0,0,0,0,0
100490308,0,0,0,0,0,0,0,0,0,0,0
100490309,0,0,0,0,0,0,0,0,0,0,0
100490310,0,0,0,0,0,0,0,0,0,0,0
100490311,0,0,0,0,0,0,0,0,0,0,0
100490312,0,0,0,0,0,0,0,0,0,0,0
100490313,0,0,0,0,0,0,0,0,1,0,1
100490314,0,0,0,0,0,0,0,0,0,0,0
100490315,1,0,0,0,1,0,0,0,0,0,2
100490316,0,0,0,0,0,0,0,0,0,0,0
100490317,0,0,0,0,1,0,1,0,0,0,2
100490318,0,0,1,0,2,0,0,0,0,0,3
100490319,0,0,0,0,0,1,0,1,1,0,3
100490320,1,0,0,0,0,0,0,0,1,0,2
100490321,2,0,0,0,0,0,0,1,3,0,6
100490322,0,0,0,0,0,0,0,0,0,0,0
100490323,0,0,0,0,0,0,0,0,2,0,2
100490324,2,0,1,0,0,0,0,0,3,0,6
100490401,0,0,0,0,0,2,0,0,0,0,2
100490402,0,0,0,0,0,0,0,0,0,0,0
100490403,0,0,0,0,0,0,0,0,0,0,0
100490404,0,0,0,0,0,0,0,0,0,0,0
100490405,0,0,0,0,0,0,0,0,0,0,0
100490406,0,0,0,0,0,0,0,0,0,0,0
100490407,0,0,0,0,0,0,0,0,0,0,0
100490408,0,0,0,0,0,0,0,0,0,0,0
100490409,0,0,0,0,0,0,0,0,0,0,0
100490410,0,0,0,0,0,0,0,0,0,0,0
100490411,0,0,0,0,0,0,0,0,0,0,0
100490412,0,0,0,0,0,0,0,0,0,0,0
100490413,0,1,0,0,0,0,0,0,0,0,1
100490414,0,0,0,0,0,0,0,0,0,0,0
100490415,0,0,0,0,0,0,0,0,0,0,0
100490416,0,0,0,0,0,1,0,0,0,0,1
100490417,0,0,0,0,0,0,0,0,0,0,0
100490418,0,1,0,0,1,0,1,0,0,1,4
100490419,0,0,0,0,0,0,0,0,0,0,0
100490501,0,0,0,0,1,1,0,1,2,0,5
100490502,0,0,0,0,0,0,0,1,0,0,1
100490503,0,0,0,0,0,0,0,0,0,0,0
100490504,0,0,0,0,0,0,0,0,0,0,0
100490505,0,0,0,0,0,0,0,0,0,0,0
100490506,0,0,0,0,0,0,0,0,0,0,0
100490507,0,0,0,0,0,0,0,0,1,0,1
100490508,0,0,0,0,0,0,0,0,2,0,2
100490509,0,0,0,0,0,0,0,0,3,0,3
100490510,1,0,0,0,1,1,0,0,1,0,4
100490511,0,0,0,0,0,0,0,0,2,0,2
100490512,0,0,0,0,0,0,0,0,0,0,0
100490513,0,0,0,0,0,0,0,0,0,0,0
100490514,0,0,0,0,0,0,0,0,0,0,0
100490515,0,0,0,0,0,0,0,0,0,0,0
100490516,0,0,0,0,0,0,0,0,0,0,0
100490517,0,0,0,0,0,0,0,0,0,0,0
100490601,0,0,0,0,0,0,0,0,0,0,0
100490602,0,0,0,0,0,0,0,3,4,0,7
100490603,0,0,0,0,1,0,0,0,0,0,1
100490604,0,0,0,0,0,0,0,0,1,0,1
100490605,1,1,0,0,1,0,0,0,0,0,3
100490606,0,0,0,0,0,0,0,0,0,0,0
100490607,0,0,0,0,0,0,0,0,0,0,0
100490608,0,0,0,0,0,0,0,0,0,0,0
100490609,0,0,0,0,0,0,0,0,0,0,0
100490610,0,0,0,0,0,0,0,0,0,0,0
100490611,0,0,0,0,0,0,0,0,0,0,0
100490612,0,0,0,0,0,0,0,0,0,0,0
100490613,0,0,0,0,0,0,1,0,0,0,1
100490614,0,0,0,0,0,0,0,0,0,0,0
100490615,0,0,0,0,0,0,0,0,0,0,0
100490616,0,0,0,0,0,0,0,0,0,0,0
100490617,0,1,0,0,0,0,0,0,0,0,1
100490618,0,0,0,0,0,0,0,0,0,0,0
100490619,0,0,0,0,0,0,0,0,0,0,0
100490701,0,0,0,0,0,0,0,0,0,0,0
100490702,0,0,0,0,0,0,0,0,0,0,0
100490703,0,0,0,0,0,0,0,0,0,0,0
100490704,0,0,0,0,0,0,0,0,0,0,0
100490705,0,0,0,0,0,0,0,0,0,0,0
100490706,0,0,0,0,0,0,0,0,0,0,0
100490707,0,0,0,0,0,0,0,0,0,0,0
100490708,0,0,0,0,0,0,0,0,0,0,0
100490709,0,0,0,0,0,0,0,0,0,0,0
100490710,0,0,0,0,0,0,0,0,0,0,0
100490711,0,0,0,0,0,0,0,0,0,0,0
100490712,0,0,0,0,0,0,0,0,0,0,0
100490801,0,0,0,0,0,0,0,0,0,0,0
100490802,0,0,0,0,0,0,0,0,0,0,0
100490803,0,0,0,0,0,0,0,0,0,0,0
100490804,0,0,0,0,0,0,0,0,0,0,0
100490805,0,0,0,0,0,0,0,0,0,0,0
100490806,0,0,0,0,0,0,0,0,0,0,0
100490807,0,0,0,0,0,0,0,0,0,0,0
100490808,0,0,0,0,0,0,0,0,0,0,0
100490809,0,0,0,0,0,0,0,0,0,0,0
100490810,0,0,0,0,0,0,0,0,0,0,0
100490811,0,0,0,0,0,0,0,0,0,0,0
100490812,0,0,0,0,0,0,0,0,0,0,0
100490813,0,0,0,0,0,1,0,0,0,0,1
100490901,0,0,0,0,0,0,0,0,0,0,0
100490902,0,0,0,0,0,0,0,0,0,0,0
100490903,0,0,0,0,0,0,0,0,0,0,0
100490904,0,0,0,0,0,0,0,0,0,0,0
100490905,0,0,0,0,0,0,0,0,0,0,0
100490906,0,0,0,0,0,0,0,0,0,0,0
100490907,0,0,0,0,0,0,0,0,0,0,0
100490908,0,0,0,0,0,0,0,0,0,0,0
100490909,0,0,0,0,0,0,0,0,0,0,0
100490910,0,0,0,0,0,0,0,0,0,0,0
100490911,0,0,0,0,0,0,0,0,0,0,0
100490912,0,0,0,0,0,0,0,0,0,0,0
100490913,0,0,0,0,0,0,0,0,0,0,0
100490914,0,0,0,0,0,0,0,0,0,0,0
100560101,0,0,0,0,0,0,0,0,0,0,0
100560102,0,0,0,0,0,1,0,0,1,0,2
100560103,0,0,0,0,0,0,0,0,0,0,0
100560104,0,0,0,0,0,0,0,0,0,0,0
100560201,0,0,0,0,0,0,0,0,0,0,0
100560202,0,0,0,0,0,0,0,0,0,0,0
100560203,0,0,0,0,0,0,0,0,0,0,0
100560204,0,0,0,0,0,0,0,0,0,0,0
100560205,0,0,0,1,1,1,0,0,1,2,6
100560301,0,0,0,0,0,0,0,0,0,0,0
100560302,0,0,0,0,0,0,0,0,0,0,0
100560303,0,0,0,0,0,0,0,0,0,0,0
100560304,0,0,0,0,0,0,0,0,0,0,0
100560401,0,0,0,0,0,0,0,0,0,0,0
100560402,0,0,0,0,0,0,0,0,0,0,0
100560403,0,0,0,0,0,0,0,0,0,0,0
100560501,0,0,0,0,0,0,0,0,0,0,0
100560502,0,0,0,0,0,1,0,0,1,0,2
100560503,0,0,0,0,1,1,0,0,0,0,2
100560504,0,0,0,0,0,0,0,0,0,0,0
100560601,0,0,0,0,0,0,0,0,0,0,0
100560602,0,0,0,0,0,0,0,0,0,0,0
100560603,0,0,0,0,0,0,0,0,0,0,0
100560701,0,0,0,0,0,0,0,0,0,0,0
100630101,0,0,0,1,0,0,0,0,0,0,1
100630102,0,0,0,0,0,0,0,0,0,0,0
100630103,0,0,0,0,0,0,0,0,0,0,0
100630201,0,0,0,0,0,0,0,0,0,0,0
100630202,0,0,0,0,0,0,0,0,0,0,0
100630203,0,0,0,0,0,0,0,0,0,0,0
100630204,0,0,0,0,0,0,0,0,0,0,0
100630205,0,0,0,0,0,0,0,0,0,0,0
100630206,0,0,0,0,0,0,0,0,0,0,0
100630207,0,0,0,0,0,0,0,0,0,0,0
100630208,0,0,0,0,0,0,0,0,0,0,0
100630209,0,0,0,0,0,0,0,0,0,0,0
100630210,0,0,0,0,0,0,0,0,0,0,0
100630211,0,0,0,0,0,0,0,0,0,1,1
100630212,0,0,0,0,0,0,0,0,0,0,0
100630213,0,0,0,0,0,0,0,0,0,0,0
100630214,0,0,0,0,0,0,0,0,0,0,0
100630215,0,0,0,0,0,0,0,0,0,0,0
100630216,0,0,0,0,0,0,0,0,0,0,0
100630217,0,0,0,0,0,0,0,0,0,0,0
100630218,0,0,0,0,0,0,0,0,0,0,0
100700101,0,0,0,0,0,0,0,0,0,0,0
100700102,0,0,0,0,0,0,0,0,0,0,0
100700103,0,0,0,0,0,0,0,0,0,0,0
100700104,0,0,0,0,1,0,0,0,0,0,1
100700105,0,0,0,0,0,1,0,0,4,1,6
100700106,0,0,0,0,0,0,0,0,1,2,3
100700107,0,0,0,0,0,0,0,0,1,0,1
100700108,0,0,0,0,0,0,0,0,0,0,0
100700109,0,0,0,0,0,0,0,0,0,0,0
100700110,0,0,0,0,0,0,0,0,0,0,0
100700111,0,0,0,0,0,0,0,0,0,0,0
100700112,0,0,0,0,0,0,0,0,0,0,0
100700113,0,0,0,0,0,0,0,0,0,0,0
100700201,0,0,0,0,0,0,0,0,0,0,0
100700202,0,0,0,0,0,0,0,0,0,0,0
100700203,0,0,0,0,0,1,0,0,0,0,1
100700204,0,0,0,0,0,0,0,0,0,0,0
100700205,0,0,0,0,0,0,0,0,0,0,0
100700301,0,0,0,0,0,0,0,0,0,0,0
100700302,0,0,0,0,0,0,0,0,0,0,0
100700303,0,0,0,0,0,0,0,0,0,0,0
100700304,0,0,0,0,0,0,0,0,0,0,0
100700305,0,0,1,0,0,0,1,0,1,1,4
100700306,0,0,0,0,0,0,0,0,0,0,0
100700307,0,0,0,0,0,0,0,0,0,0,0
100700308,0,0,0,0,0,0,0,0,0,0,0
100700309,0,0,0,0,0,0,0,0,0,0,0
100700401,0,0,0,0,0,0,0,0,0,0,0
100700402,0,0,0,0,0,0,0,0,0,0,0
100700403,0,0,0,2,1,0,1,0,1,0,5
100700404,0,0,0,0,0,0,0,0,0,0,0
100770101,0,0,0,1,0,0,0,0,0,0,1
100770102,0,0,0,0,0,0,0,0,0,0,0
100770103,0,0,0,0,0,0,0,0,0,0,0
100770104,0,0,0,0,0,0,0,0,0,0,0
100770105,0,0,0,1,1,0,0,0,2,0,4
100770201,0,0,0,0,0,0,0,0,0,0,0
100770202,0,0,0,0,0,0,0,0,0,0,0
100770203,0,0,0,0,0,0,0,0,0,0,0
100770301,0,0,0,0,0,0,0,0,0,0,0
100770401,0,0,0,0,0,0,0,0,0,0,0
100770402,0,0,0,0,0,0,0,0,0,0,0
100770501,0,0,0,0,0,0,0,0,0,0,0
100770502,0,0,0,0,0,0,0,0,0,0,0
100770601,0,0,0,0,0,0,0,0,0,0,0
100770602,0,0,0,0,0,0,0,0,0,0,0
100770603,0,0,0,0,0,0,1,0,0,0,1
100840101,0,0,0,0,0,0,0,0,0,0,0
100840102,0,0,0,0,0,0,0,0,0,0,0
100840103,0,0,0,0,0,0,0,0,0,0,0
100840104,0,0,0,0,1,0,0,0,0,0,1
100840105,0,0,0,0,0,1,0,0,0,0,1
100840106,0,0,0,0,0,0,0,0,2,0,2
100840107,0,0,0,0,0,0,0,0,0,0,0
100840201,0,0,0,0,0,0,0,0,0,0,0
100840202,0,0,0,0,0,0,0,0,0,0,0
100840203,0,0,0,0,0,0,0,0,0,0,0
100840204,0,0,0,0,0,0,0,0,1,0,1
100840301,0,0,0,0,0,0,0,0,0,0,0
100840302,0,0,0,0,0,0,0,0,0,0,0
100840303,0,0,0,0,0,0,0,0,0,0,0
100840304,0,0,0,1,0,0,0,0,0,0,1
100840305,0,0,0,0,0,0,0,0,0,0,0
100840306,0,0,0,0,1,0,0,0,0,0,1
100840307,0,0,0,0,0,0,0,0,0,0,0
100840401,0,0,0,0,0,0,0,0,0,0,0
100840402,0,0,0,0,0,0,0,0,0,0,0
100840403,0,0,0,0,0,0,0,0,0,0,0
100910101,0,0,0,0,0,0,0,0,0,0,0
100910102,0,0,0,0,0,0,0,0,0,0,0
100910103,0,0,0,0,0,0,0,0,0,0,0
100910104,0,0,0,0,0,0,0,0,0,0,0
100910105,1,0,0,0,1,0,1,1,5,1,10
100910106,0,0,0,0,0,0,0,0,1,0,1
100910107,0,0,0,0,1,0,0,0,3,0,4
100910108,0,0,0,0,0,0,0,0,0,0,0
100910109,0,0,0,0,1,0,0,0,3,0,4
100910110,0,0,0,0,0,0,0,1,0,0,1
100910111,0,0,0,0,0,0,0,0,0,0,0
100910112,0,0,0,0,0,0,0,0,0,0,0
100910113,0,0,0,1,0,0,0,0,0,0,1
100910114,0,0,0,1,0,0,0,0,0,0,1
100910115,0,0,0,0,0,0,0,0,0,0,0
100910201,0,0,0,0,0,0,0,0,0,0,0
100910202,0,0,0,0,0,0,0,0,0,0,0
100910301,0,0,0,0,0,0,0,0,0,0,0
100910302,0,0,0,0,0,0,0,0,0,0,0
100910303,0,0,0,0,0,0,0,0,0,0,0
100910401,0,0,0,0,0,0,0,0,0,0,0
100910402,0,0,0,0,0,0,0,0,0,0,0
100910403,0,0,0,0,0,0,0,0,0,0,0
100910404,0,0,0,0,0,0,0,0,0,0,0
100910405,0,0,0,0,0,0,0,0,0,0,0
100910501,0,0,0,0,0,0,0,0,0,0,0
100910502,0,0,0,0,0,0,0,0,0,0,0
100910503,0,0,0,0,0,0,0,0,0,0,0
100910504,0,0,0,0,1,1,0,0,1,0,3
100910505,0,0,0,0,0,0,0,0,0,0,0
100910506,0,0,0,0,0,0,0,0,0,0,0
100910507,0,0,0,0,0,0,0,0,0,0,0
100910508,0,0,0,0,0,0,0,0,0,0,0
100910509,0,0,0,1,0,0,0,0,0,0,1
100910510,0,0,0,0,0,0,0,0,0,0,0
100910511,0,0,0,0,0,0,0,0,0,0,0
100910601,0,0,0,0,0,0,0,0,0,0,0
100910602,0,0,0,0,0,0,0,0,0,0,0
100910603,0,0,0,0,0,0,0,0,0,0,0
100910604,0,0,0,0,0,0,0,0,0,0,0
100910701,0,0,0,0,0,0,0,0,0,0,0
100910702,0,0,0,0,0,0,0,0,0,0,0
100910703,0,0,0,0,0,0,0,0,0,0,0
100980101,0,0,0,0,0,0,0,0,0,0,0
100980102,0,0,0,0,1,1,0,0,0,0,2
100980103,0,0,0,0,0,0,0,0,0,0,0
100980104,0,0,0,0,0,0,0,0,0,0,0
100980201,0,0,0,0,0,0,0,0,0,0,0
100980202,0,0,0,0,0,0,0,0,0,0,0
100980203,0,0,0,1,0,0,0,0,0,5,6
100980204,0,0,0,0,0,0,0,0,0,0,0
100980205,0,0,0,0,0,0,0,0,0,0,0
100980206,0,0,0,0,0,0,0,0,0,0,0
100980207,0,0,0,0,0,0,0,0,0,0,0
100980208,0,0,0,0,0,0,0,0,0,0,0
100980301,0,0,0,0,0,0,0,0,0,0,0
100980302,0,0,0,0,0,0,0,0,0,0,0
100980303,0,0,0,5,0,0,0,0,0,0,5
100980401,0,0,0,1,0,0,0,0,1,0,2
100980402,0,0,0,0,0,0,0,0,1,0,1
